frequency,real_part,imag_part,amplitude
0,170.66796875,0,0.333335876464844
0.001953125,103.754194142892,-3.38618022510673e-15,0.202644910435336
0.00390625,25.939525134991,-1.22124532708767e-15,0.0506631350292793
0.005859375,11.5294012882185,-7.105427357601e-15,0.0225183618910518
0.0078125,6.48585799333109,1.62370117351429e-15,0.0126676913932248
0.009765625,4.15141801047439,-1.04777297948999e-15,0.00810823830170779
0.01171875,2.88332721553368,-2.15105711021124e-15,0.00563149846783921
0.013671875,2.1187085240971,-2.4980018054066e-15,0.00413810258612715
0.015625,1.62244164934337,-1.38777878078145e-16,0.00316883134637376
0.017578125,1.282202779737,-5.22151766269019e-16,0.00250430230417382
0.01953125,1.03883198487422,-4.92661467177413e-16,0.00202896872045746
0.021484375,0.858765188311404,-3.07739944638286e-15,0.00167727575842071
0.0234375,0.721809691197439,-8.67361737988404e-17,0.00140978455312
0.025390625,0.615226180145044,6.86083134748827e-16,0.00120161363309579
0.02734375,0.530655497332276,2.92604482310388e-15,0.0010364365182271
0.029296875,0.462428256997207,1.80386304851621e-14,0.000903180189447669
0.03125,0.406589331718036,1.83186799063151e-15,0.000794119788511789
0.033203125,0.36031146864057,1.45716771982052e-16,0.000703733337188613
0.03515625,0.321530241637975,-4.8919202022546e-16,0.00062798875319917
0.037109375,0.288709763535793,-2.15626128063917e-15,0.000563886256905846
0.0390625,0.260688244680878,-5.20417042793042e-18,0.00050915672789234
0.041015625,0.23657374748201,-2.09901540593194e-16,0.000462058100550801
0.04296875,0.215672321948302,-5.49907341884648e-16,0.000421235003805277
0.044921875,0.197437517111946,-1.37390099297363e-15,0.000385620150609269
0.046875,0.181434298962794,-1.49186218934005e-16,0.000354363865161708
0.048828125,0.167312861433495,2.34187669256869e-17,0.000326782932487295
0.05078125,0.154789347635885,7.89299181569447e-17,0.000302322944601337
0.052734375,0.143631473441136,-2.50255545453104e-15,0.000280530221564719
0.0546875,0.133647678793611,-3.2012153344807e-15,0.000261030622643772
0.056640625,0.124678851043648,-4.11335462219276e-15,0.000243513380944625
0.05859375,0.116591946300393,-9.91535412803168e-15,0.000227718645117956
0.060546875,0.109275027187065,-4.06353688761976e-14,0.000213427787474736
0.0625,0.102633368629251,-1.38777878078145e-17,0.000200455798104005
0.064453125,0.0965863768177434,-3.52365706057789e-16,0.000188645267222155
0.06640625,0.0910651329188639,-2.63786388565723e-16,0.000177861587732156
0.068359375,0.0860104208385657,-9.08995101411847e-16,0.000167989103200324
0.0703125,0.0813711330137855,5.75060832286312e-16,0.00015892799416755
0.072265625,0.0771029736335062,1.31838984174237e-16,0.000150591745377942
0.07421875,0.0731673975209045,-4.14598910758457e-16,0.000142905073283017
0.076171875,0.0695307369733958,3.29597460435593e-16,0.000135802220651164
0.078125,0.0661634794519504,1.68701858038744e-15,0.000129225545804591
0.080078125,0.0630396670543633,5.25621213220973e-16,0.000123124349715553
0.08203125,0.0601363948589444,5.29958021910915e-16,0.000117453896208876
0.083984375,0.0574333899635736,-4.52762827229947e-16,0.000112174589772605
0.0859375,0.0549126567190708,8.23993651088983e-17,0.000107251282654435
0.087890625,0.0525581765229954,2.85362011798185e-16,0.000102652688521475
0.08984375,0.0503556527906939,1.98148789043451e-15,9.83508843568241e-05
0.091796875,0.0482922934975595,1.27253893186796e-14,9.4320885737421e-05
0.09375,0.0463566250973376,7.68655972205323e-15,9.05402833932375e-05
0.095703125,0.0445383327473224,2.77165443374194e-15,8.69889311471141e-05
0.09765625,0.0428281226743044,1.23230418924702e-15,8.36486770982507e-05
0.099609375,0.041217603243045,1.39927132380979e-15,8.05031313340722e-05
0.1015625,0.0396991818781522,1.75380543421255e-15,7.7537464605766e-05
0.103515625,0.0382659754694337,8.52833428877098e-16,7.47382333387377e-05
0.10546875,0.0369117322821156,6.62122266736898e-16,7.20932271135071e-05
0.107421875,0.0356307637138888,-1.06642125685674e-15,6.9591335378689e-05
0.109375,0.0344178845049849,-2.21524187882238e-15,6.72224306737986e-05
0.111328125,0.0332683602254518,-2.09457017702475e-15,6.49772660653355e-05
0.11328125,0.0321778610447125,-1.19592920636014e-15,6.28473848529542e-05
0.115234375,0.0311424209388967,-1.95487072709999e-15,6.08250408962826e-05
0.1171875,0.0301584016170884,-2.53245232943733e-15,5.89031281583759e-05
0.119140625,0.0292224605527502,-2.96136270887259e-15,5.70751182670902e-05
0.12109375,0.0283315225950041,-6.17804825310195e-15,5.53350050683674e-05
0.123046875,0.0274827547087928,-2.79545572074661e-14,5.3677255290611e-05
0.125,0.0266735434560398,-8.67361737988404e-18,5.20967645625777e-05
0.126953125,0.0259014748828352,2.6785028324006e-15,5.05888181305376e-05
0.12890625,0.0251643165236615,-3.90861659444602e-16,4.91490557102763e-05
0.130859375,0.0244600012713779,-4.19382952844549e-16,4.777343998316e-05
0.1328125,0.0237866128953551,7.43356114510374e-16,4.64582283112405e-05
0.134765625,0.0231423730180006,2.25215896279551e-16,4.51999473007824e-05
0.13671875,0.0225256293842022,2.34241879365493e-16,4.39953698910198e-05
0.138671875,0.0219348452790773,5.93058588349571e-17,4.28414946856978e-05
0.140625,0.021368589967305,-4.92661467177413e-16,4.17355272798927e-05
0.142578125,0.0208255300429017,6.8142106540714e-16,4.06748633650424e-05
0.14453125,0.0203044215916515,2.84277809625699e-16,3.96570734211944e-05
0.146484375,0.0198041030801258,-1.28803218091278e-15,3.86798888283708e-05
0.1484375,0.019323488895293,-1.31275199044545e-15,3.77411892486191e-05
0.150390625,0.018861563467597,-3.53449908230274e-16,3.68389911476504e-05
0.15234375,0.0184173759180148,5.12610787151146e-16,3.59714373398726e-05
0.154296875,0.0179900351764143,2.52152899254954e-15,3.51367874539342e-05
0.15625,0.0175787055243407,-2.19572623971764e-15,3.43334092272278e-05
0.158203125,0.0171826025206133,5.11743425413158e-17,3.35597705480728e-05
0.16015625,0.0168009892725784,-4.48859699408999e-16,3.28144321730047e-05
0.162109375,0.0164331730199193,-1.17874460192624e-15,3.20960410545299e-05
0.1640625,0.0160785020014728,5.30825383648903e-16,3.14033242216266e-05
0.166015625,0.0157363625785009,-1.0842021724855e-16,3.07350831611346e-05
0.16796875,0.0154061765907567,-3.49113099540332e-16,3.00901886538217e-05
0.169921875,0.0150873989240705,7.54171031180917e-16,2.94675760235751e-05
0.171875,0.0147795152702801,6.65266453037106e-16,2.88662407622658e-05
0.173828125,0.0144820400623702,-3.38921599118969e-16,2.82852344968168e-05
0.17578125,0.0141945145693086,-4.10478942503012e-16,2.7723661268181e-05
0.177734375,0.0139165051366313,-5.9609435443253e-16,2.7180674094983e-05
0.1796875,0.0136476015601459,-1.21842640143921e-15,2.66554717971601e-05
0.181640625,0.0133874155814075,-3.04498180142554e-15,2.61472960574364e-05
0.18359375,0.0131355794946107,-4.63095273933734e-15,2.56554287004116e-05
0.185546875,0.0128917448555963,-1.13193823888733e-14,2.51791891710865e-05
0.1875,0.012655581284545,-6.61363325216158e-17,2.4717932196377e-05
0.189453125,0.012426775354504,-4.59051199830363e-16,2.42710456142657e-05
0.19140625,0.0122050295590726,-1.91502629726115e-15,2.38379483575638e-05
0.193359375,0.0119900613525727,-1.74946862552261e-15,2.34180885792436e-05
0.1953125,0.011781602257131,2.05456311686003e-16,2.3010941908459e-05
0.197265625,0.011579397031322,1.48427277413266e-16,2.26160098268007e-05
0.19921875,0.011383202895608,-3.78603398631938e-16,2.22328181554844e-05
0.201171875,0.0111927888101355,-7.56014174874142e-16,2.1860915644796e-05
0.203125,0.0110079348009233,-6.58110718698701e-16,2.14998726580533e-05
0.205078125,0.010828431330774,6.29704621779581e-16,2.1149279942918e-05
0.20703125,0.0106540787114983,-1.87892236491738e-16,2.08087474833951e-05
0.208984375,0.010484686554445,6.17995238316738e-17,2.04779034266504e-05
0.2109375,0.0103200732564723,4.86210464251124e-16,2.01563930790475e-05
0.212890625,0.0101600655187751,-5.42155296351376e-16,1.98438779663577e-05
0.21484375,0.0100044978962055,-5.91920176068461e-16,1.95400349535264e-05
0.216796875,0.0098532123748763,7.89136551243574e-16,1.92445554196803e-05
0.21875,0.00970605797605545,7.63169909212547e-16,1.89571444844833e-05
0.220703125,0.0095628903845069,-5.11851845630407e-16,1.867752028224e-05
0.22265625,0.00942357159952211,-7.11887146453982e-16,1.84054132803166e-05
0.224609375,0.00928796960712897,-8.2927913667985e-16,1.81405656389238e-05
0.2265625,0.00915595807199701,8.75005363304426e-16,1.78827306093692e-05
0.228515625,0.00902741604768631,-2.43538912994556e-16,1.76316719681373e-05
0.23046875,0.0089022277040271,-4.88866759573714e-16,1.73871634844279e-05
0.232421875,0.00878028207046904,-5.20240859940013e-16,1.71489884188848e-05
0.234375,0.00866147279434155,1.91985099692871e-16,1.69169390514483e-05
0.236328125,0.00854569791304365,-2.4175472279446e-15,1.66908162364134e-05
0.23828125,0.00843285963925677,-2.15757587577331e-15,1.64704289829234e-05
0.240234375,0.00832286415832876,-3.76485477450623e-15,1.62555940592359e-05
0.2421875,0.00821562143706621,-4.6346051454059e-15,1.60461356192699e-05
0.244140625,0.00811104504318084,-8.13090981805105e-15,1.58418848499626e-05
0.24609375,0.00800905197473992,-1.7864023960448e-14,1.56426796381639e-05
0.248046875,0.00790956249893145,-7.93592387120847e-14,1.54483642557255e-05
0.25,0.0078125,0,1.52587890625e-05
0.251953125,0.00771779083429302,-2.02159447697053e-15,1.50738102232286e-05
0.25390625,0.00762536419472518,7.13389782902411e-16,1.48932894428226e-05
0.255859375,0.00753515198113214,-1.76565711921053e-16,1.47170937131487e-05
0.2578125,0.00744708867805685,4.21554745321309e-16,1.45450950743298e-05
0.259765625,0.00736111123883087,-2.72456617813818e-16,1.43771703883415e-05
0.26171875,0.0072771589757048,-8.72030583593669e-16,1.42132011244234e-05
0.263671875,0.00719517345565145,-3.83021522484817e-16,1.40530731555692e-05
0.265625,0.00711509840151916,2.04953512928513e-15,1.38966765654671e-05
0.267578125,0.00703687959822262,5.11377507179944e-16,1.37439054652786e-05
0.26953125,0.00696046480368337,2.15634259580211e-16,1.35946578196941e-05
0.271484375,0.00688580366422898,-6.77084256717198e-17,1.34488352816972e-05
0.2734375,0.00681284763423782,5.25729633438221e-16,1.33063430356208e-05
0.275390625,0.00674154989973622,9.86786607287682e-16,1.31670896479223e-05
0.27734375,0.00667186530577126,8.64732547720126e-16,1.30309869253345e-05
0.279296875,0.0066037502873265,2.64567014129913e-15,1.28979497799346e-05
0.28125,0.00653716280357823,3.76218153852469e-16,1.27678961007387e-05
0.283203125,0.00647206227535243,7.73849300611529e-16,1.26407466315477e-05
0.28515625,0.00640840952552607,-9.49544262662805e-16,1.25164248545431e-05
0.287109375,0.0063461667223097,7.8046293386369e-16,1.23948568795111e-05
0.2890625,0.00628529732518291,4.25278302157439e-16,1.22759713382479e-05
