# function=Пилообразная f(x)=x N=20 FFT_points=512
x,f_x,fourier_sum,ifft_restored,error_fourier,error_ifft
1.24026804,0.39478958,0.38897318,0.39206538,0.00581640,0.00272420
1.25285960,0.39879760,0.38849036,0.39606557,0.01030724,0.00273203
1.26545115,0.40280561,0.38865342,0.40006576,0.01415219,0.00273985
1.27804270,0.40681363,0.38972412,0.40406594,0.01708951,0.00274768
1.29063426,0.41082164,0.39190635,0.40806613,0.01891530,0.00275551
1.30322581,0.41482966,0.39533210,0.41206632,0.01949756,0.00276334
1.31581736,0.41883768,0.40005205,0.41606651,0.01878562,0.00277117
1.32840892,0.42284569,0.40603140,0.42006670,0.01681429,0.00277900
1.34100047,0.42685371,0.41315134,0.42406688,0.01370237,0.00278682
1.35359203,0.43086172,0.42121615,0.42806707,0.00964557,0.00279465
1.36618358,0.43486974,0.42996536,0.43206726,0.00490438,0.00280248
1.37877513,0.43887776,0.43909039,0.43606745,0.00021263,0.00281031
1.39136669,0.44288577,0.44825452,0.44006764,0.00536875,0.00281814
1.40395824,0.44689379,0.45711492,0.44406782,0.01022113,0.00282596
1.41654979,0.45090180,0.46534530,0.44806801,0.01444350,0.00283379
1.42914135,0.45490982,0.47265776,0.45206820,0.01774794,0.00284162
1.44173290,0.45891784,0.47882226,0.45606839,0.01990442,0.00284945
1.45432445,0.46292585,0.48368250,0.46006857,0.02075665,0.00285728
1.46691601,0.46693387,0.48716713,0.46406876,0.02023327,0.00286511
1.47950756,0.47094188,0.48929542,0.46806895,0.01835354,0.00287293
1.49209912,0.47494990,0.49017697,0.47206914,0.01522707,0.00288076
1.50469067,0.47895792,0.49000554,0.47606933,0.01104762,0.00288859
1.51728222,0.48296593,0.48904712,0.48006951,0.00608119,0.00289642
1.52987378,0.48697395,0.48762318,0.48406970,0.00064923,0.00290425
1.54246533,0.49098196,0.48608998,0.48806989,0.00489198,0.00291207
1.55505688,0.49498998,0.48481539,0.49207008,0.01017459,0.00291990
1.56764844,0.49899800,0.48415461,0.49607027,0.01484338,0.00292773
1.58023999,0.50300601,0.48442647,0.50007045,0.01857954,0.00293556
1.59283155,0.50701403,0.48589181,0.50407064,0.02112221,0.00294339
1.60542310,0.51102204,0.48873547,0.50807083,0.02228657,0.00295121
1.61801465,0.51503006,0.49305303,0.51207102,0.02197703,0.00295904
1.63060621,0.51903808,0.49884331,0.51607120,0.02019477,0.00296687
1.64319776,0.52304609,0.50600719,0.52007139,0.01703890,0.00297470
1.65578931,0.52705411,0.51435288,0.52407158,0.01270123,0.00298253
1.66838087,0.53106212,0.52360736,0.52807177,0.00745477,0.00299036
1.68097242,0.53507014,0.53343340,0.53207196,0.00163674,0.00299818
1.69356398,0.53907816,0.54345106,0.53607214,0.00437290,0.00300601
1.70615553,0.54308617,0.55326225,0.54007233,0.01017607,0.00301384
1.71874708,0.54709419,0.56247691,0.54407252,0.01538272,0.00302167
1.73133864,0.55110220,0.57073899,0.54807271,0.01963679,0.00302950
1.74393019,0.55511022,0.57775060,0.55207290,0.02264038,0.00303732
1.75652174,0.55911824,0.58329257,0.55607308,0.02417433,0.00304515
1.76911330,0.56312625,0.58724021,0.56007327,0.02411396,0.00305298
1.78170485,0.56713427,0.58957301,0.56407346,0.02243874,0.00306081
1.79429641,0.57114228,0.59037759,0.56807365,0.01923531,0.00306864
1.80688796,0.57515030,0.58984363,0.57207384,0.01469333,0.00307647
1.81947951,0.57915832,0.58825289,0.57607402,0.00909458,0.00308429
1.83207107,0.58316633,0.58596202,0.58007421,0.00279568,0.00309212
1.84466262,0.58717435,0.58338006,0.58407440,0.00379429,0.00309995
1.85725417,0.59118236,0.58094221,0.58807459,0.01024015,0.00310778
1.86984573,0.59519038,0.57908138,0.59207477,0.01610900,0.00311561
1.88243728,0.59919840,0.57819939,0.59607496,0.02099901,0.00312343
1.89502884,0.60320641,0.57863984,0.60007515,0.02456657,0.00313126
1.90762039,0.60721443,0.58066428,0.60407534,0.02655015,0.00313909
1.92021194,0.61122244,0.58443340,0.60807553,0.02678904,0.00314692
1.93280350,0.61523046,0.58999463,0.61207571,0.02523583,0.00315475
1.94539505,0.61923848,0.59727693,0.61607590,0.02196155,0.00316258
1.95798660,0.62324649,0.60609334,0.62007609,0.01715316,0.00317040
1.97057816,0.62725451,0.61615124,0.62407628,0.01110326,0.00317823
1.98316971,0.63126253,0.62706984,0.62807647,0.00419269,0.00318606
1.99576126,0.63527054,0.63840367,0.63207665,0.00313312,0.00319389
2.00835282,0.63927856,0.64967097,0.63607684,0.01039242,0.00320172
2.02094437,0.64328657,0.66038493,0.64007703,0.01709836,0.00320954
2.03353593,0.64729459,0.67008584,0.64407722,0.02279125,0.00321737
2.04612748,0.65130261,0.67837217,0.64807740,0.02706956,0.00322520
2.05871903,0.65531062,0.68492835,0.65207759,0.02961773,0.00323303
2.07131059,0.65931864,0.68954752,0.65607778,0.03022888,0.00324086
2.08390214,0.66332665,0.69214749,0.66007797,0.02882084,0.00324868
2.09649369,0.66733467,0.69277885,0.66407816,0.02544418,0.00325651
2.10908525,0.67134269,0.69162447,0.66807834,0.02028178,0.00326434
2.12167680,0.67535070,0.68899027,0.67207853,0.01363956,0.00327217
2.13426836,0.67935872,0.68528763,0.67607872,0.00592892,0.00328000
2.14685991,0.68336673,0.68100855,0.68007891,0.00235818,0.00328783
2.15945146,0.68737475,0.67669478,0.68407910,0.01067997,0.00329565
2.17204302,0.69138277,0.67290313,0.68807928,0.01847964,0.00330348
2.18463457,0.69539078,0.67016885,0.69207947,0.02522193,0.00331131
2.19722612,0.69939880,0.66896968,0.69607966,0.03042912,0.00331914
2.20981768,0.70340681,0.66969275,0.70007985,0.03371406,0.00332697
2.22240923,0.70741483,0.67260671,0.70408004,0.03480812,0.00333479
2.23500079,0.71142285,0.67784095,0.70808022,0.03358189,0.00334262
2.24759234,0.71543086,0.68537348,0.71208041,0.03005738,0.00335045
2.26018389,0.71943888,0.69502850,0.71608060,0.02441038,0.00335828
2.27277545,0.72344689,0.70648397,0.72008079,0.01696293,0.00336611
2.28536700,0.72745491,0.71928909,0.72408097,0.00816582,0.00337394
2.29795855,0.73146293,0.73289065,0.72808116,0.00142773,0.00338176
2.31055011,0.73547094,0.74666683,0.73208135,0.01119589,0.00338959
2.32314166,0.73947896,0.75996646,0.73608154,0.02048750,0.00339742
2.33573322,0.74348697,0.77215130,0.74008173,0.02866433,0.00340525
2.34832477,0.74749499,0.78263866,0.74408191,0.03514367,0.00341308
2.36091632,0.75150301,0.79094161,0.74808210,0.03943861,0.00342090
2.37350788,0.75551102,0.79670405,0.75208229,0.04119303,0.00342873
2.38609943,0.75951904,0.79972829,0.75608248,0.04020925,0.00343656
2.39869098,0.76352705,0.79999303,0.76008267,0.03646598,0.00344439
2.41128254,0.76753507,0.79766040,0.76408285,0.03012533,0.00345222
2.42387409,0.77154309,0.79307109,0.76808304,0.02152801,0.00346005
2.43646565,0.77555110,0.78672781,0.77208323,0.01117670,0.00346787
2.44905720,0.77955912,0.77926740,0.77608342,0.00029172,0.00347570
2.46164875,0.78356713,0.77142343,0.78008360,0.01214370,0.00348353
2.47424031,0.78757515,0.76398115,0.78408379,0.02359400,0.00349136
2.48683186,0.79158317,0.75772744,0.78808398,0.03385573,0.00349919
2.49942341,0.79559118,0.75339904,0.79208417,0.04219214,0.00350701
2.51201497,0.79959920,0.75163211,0.79608436,0.04796709,0.00351484
2.52460652,0.80360721,0.75291648,0.80008454,0.05069074,0.00352267
2.53719807,0.80761523,0.75755778,0.80408473,0.05005745,0.00353050
2.54978963,0.81162325,0.76565008,0.80808492,0.04597317,0.00353833
2.56238118,0.81563126,0.77706114,0.81208511,0.03857012,0.00354615
2.57497274,0.81963928,0.79143184,0.81608530,0.02820744,0.00355398
2.58756429,0.82364729,0.80819019,0.82008548,0.01545710,0.00356181
2.60015584,0.82765531,0.82657972,0.82408567,0.00107559,0.00356964
2.61274740,0.83166333,0.84570092,0.82808586,0.01403759,0.00357747
2.62533895,0.83567134,0.86456375,0.83208605,0.02889241,0.00358530
2.63793050,0.83967936,0.88214821,0.83608623,0.04246885,0.00359312
2.65052206,0.84368737,0.89746959,0.84008642,0.05378221,0.00360095
2.66311361,0.84769539,0.90964447,0.84408661,0.06194908,0.00360878
2.67570517,0.85170341,0.91795337,0.84808680,0.06624997,0.00361661
2.68829672,0.85571142,0.92189598,0.85208699,0.06618456,0.00362444
2.70088827,0.85971944,0.92123516,0.85608717,0.06151573,0.00363226
2.71347983,0.86372745,0.91602662,0.86008736,0.05229917,0.00364009
2.72607138,0.86773547,0.90663155,0.86408755,0.03889608,0.00364792
2.73866293,0.87174349,0.89371081,0.86808774,0.02196732,0.00365575
2.75125449,0.87575150,0.87820006,0.87208793,0.00244855,0.00366358
2.76384604,0.87975952,0.86126632,0.87608811,0.01849320,0.00367141
2.77643760,0.88376754,0.84424782,0.88008830,0.03951971,0.00367923
2.78902915,0.88777555,0.82857967,0.88408849,0.05919588,0.00368706
2.80162070,0.89178357,0.81570914,0.88808868,0.07607442,0.00369489
2.81421226,0.89579158,0.80700502,0.89208887,0.08878657,0.00370272
2.82680381,0.89979960,0.80366577,0.89608905,0.09613383,0.00371055
2.83939536,0.90380762,0.80663199,0.90008924,0.09717562,0.00371837
2.85198692,0.90781563,0.81650803,0.90408943,0.09130761,0.00372620
2.86457847,0.91182365,0.83349783,0.90808962,0.07832582,0.00373403
2.87717003,0.91583166,0.85735916,0.91208980,0.05847250,0.00374186
2.88976158,0.91983968,0.88737951,0.91608999,0.03246017,0.00374969
2.90235313,0.92384770,0.92237611,0.92009018,0.00147159,0.00375752
2.91494469,0.92785571,0.96072095,0.92409037,0.03286524,0.00376534
2.92753624,0.93186373,1.00039073,0.92809056,0.06852700,0.00377317
2.94012779,0.93587174,1.03903989,0.93209074,0.10316815,0.00378100
2.95271935,0.93987976,1.07409403,0.93609093,0.13421427,0.00378883
2.96531090,0.94388778,1.10285949,0.94009112,0.15897171,0.00379666
2.97790246,0.94789579,1.12264405,0.94409131,0.17474826,0.00380448
2.99049401,0.95190381,1.13088310,0.94809150,0.17897930,0.00381231
3.00308556,0.95591182,1.12526484,0.95209168,0.16935302,0.00382014
3.01567712,0.95991984,1.10384842,0.95609187,0.14392858,0.00382797
3.02826867,0.96392786,1.06516872,0.96009206,0.10124087,0.00383580
3.04086022,0.96793587,1.00832246,0.96409225,0.04038659,0.00384362
3.05345178,0.97194389,0.93303065,0.96809243,0.03891323,0.00385145
3.06604333,0.97595190,0.83967413,0.97209262,0.13627777,0.00385928
3.07863488,0.97995992,0.72929965,0.97609281,0.25066027,0.00386711
3.09122644,0.98396794,0.60359587,0.98009300,0.38037207,0.00387494
3.10381799,0.98797595,0.46483990,0.98409319,0.52313605,0.00388277
3.11640955,0.99198397,0.31581656,0.98809337,0.67616741,0.00389059
3.12900110,0.99599198,0.15971393,0.99209356,0.83627805,0.00389842
3.14159265,1.00000000,0.00000000,0.99609375,1.00000000,0.00390625
